"Division, Sub-Ddivision
Group","Class,Descriptions",Class Description,ISIC-P,ISIC Description,UID,ANZSIC CODE,Level,Division,Sub-Ddivision,Group,Class,Code,Description,ISIC Description,ISIC,ISIC-P,#ANZSIC,"PARENT #ANZSIC",#ISIC,Used For Concordance ,"Matches to 
Concordance
(ANZIC to ISIC)","Matches to 
Concordance
(ISIC to ANZIC)",Matched to NETVIEW,Match ISIC for description,Comments,,,,"#ANZSIC
Codes
Unique",Code
,2139,Other Basic Non-Ferrous Metal Manufacturing,2420p,Manufacture of basic precious and other non-ferrous metals,F7.0387,Yes,4,C,21,213,2139,2139,Other Basic Non-Ferrous Metal Manufacturing, Manufacture of basic precious and other non-ferrous metals ,2420,p,ANZSIC-2139,ANZSIC-213,ISIC-2420,Yes,1,6,1,Manufacture of basic precious and other non-ferrous metals,,,,,ANZSIC-3331,3331
214,Basic Non-Ferrous Metal Product Manufacturing,,,,F7.0388,Yes,3,C,21,214,..,214,Basic Non-Ferrous Metal Product Manufacturing, .. ,..,..,ANZSIC-214,ANZSIC-21,..,No,..,..,1,..,,,,,ANZSIC-3332,3332
,2141,Non-Ferrous Metal Casting,2432,Casting of non-ferrous metals,F7.0389,Yes,4,C,21,214,2141,2141,Non-Ferrous Metal Casting, Casting of non-ferrous metals ,2432,..,ANZSIC-2141,ANZSIC-214,ISIC-2432,Yes,1,1,1,Casting of non-ferrous metals,,,,,ANZSIC-3339,3339
,2142,"Aluminium Rolling, Drawing, Extruding",2420p,Manufacture of basic precious and other non-ferrous metals,F7.0390,Yes,4,C,21,214,2142,2142,"Aluminium Rolling, Drawing, Extruding", Manufacture of basic precious and other non-ferrous metals ,2420,p,ANZSIC-2142,ANZSIC-214,ISIC-2420,Yes,3,6,3,Manufacture of basic precious and other non-ferrous metals,,,,,ANZSIC-34,34
,,,2591p,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",F7.0391,No,4,C,21,214,2142,2142,"Aluminium Rolling, Drawing, Extruding"," Forging, pressing, stamping and roll-forming of metal; powder metallurgy ",2591,p,ANZSIC-2142,ANZSIC-214,ISIC-2591,Yes,3,4,3,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",,,,,ANZSIC-341,341
,,,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0392,No,4,C,21,214,2142,2142,"Aluminium Rolling, Drawing, Extruding", Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2142,ANZSIC-214,ISIC-2599,Yes,3,11,3,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-3411,3411
,2149,Other Basic Non-Ferrous Metal Product Manufacturing,2420p,Manufacture of basic precious and other non-ferrous metals,F7.0393,Yes,4,C,21,214,2149,2149,Other Basic Non-Ferrous Metal Product Manufacturing, Manufacture of basic precious and other non-ferrous metals ,2420,p,ANZSIC-2149,ANZSIC-214,ISIC-2420,Yes,3,6,3,Manufacture of basic precious and other non-ferrous metals,,,,,ANZSIC-3419,3419
,,,2591p,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",F7.0394,No,4,C,21,214,2149,2149,Other Basic Non-Ferrous Metal Product Manufacturing," Forging, pressing, stamping and roll-forming of metal; powder metallurgy ",2591,p,ANZSIC-2149,ANZSIC-214,ISIC-2591,Yes,3,4,3,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",,,,,ANZSIC-349,349
,,,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0395,No,4,C,21,214,2149,2149,Other Basic Non-Ferrous Metal Product Manufacturing, Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2149,ANZSIC-214,ISIC-2599,Yes,3,11,3,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-3491,3491
22,Fabricated Metal Product Manufacturing,,,,F7.0396,Yes,2,C,22,..,..,22,Fabricated Metal Product Manufacturing, .. ,..,..,ANZSIC-22,ANZSIC-C,..,No,..,..,1,..,,,,,ANZSIC-3492,3492
221,Iron and Steel Forging,,,,F7.0397,Yes,3,C,22,221,..,221,Iron and Steel Forging, .. ,..,..,ANZSIC-221,ANZSIC-22,..,No,..,..,1,..,,,,,ANZSIC-3493,3493
,2210,Iron and Steel Forging,2591p,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",F7.0398,Yes,4,C,22,221,2210,2210,Iron and Steel Forging," Forging, pressing, stamping and roll-forming of metal; powder metallurgy ",2591,p,ANZSIC-2210,ANZSIC-221,ISIC-2591,Yes,1,4,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",,,,,ANZSIC-3494,3494
222,Structural Metal Product Manufacturing,,,,F7.0399,Yes,3,C,22,222,..,222,Structural Metal Product Manufacturing, .. ,..,..,ANZSIC-222,ANZSIC-22,..,No,..,..,1,..,,,,,ANZSIC-3499,3499
,2221,Structural Steel Fabricating,2511p,Manufacture of structural metal products,F7.0400,Yes,4,C,22,222,2221,2221,Structural Steel Fabricating, Manufacture of structural metal products ,2511,p,ANZSIC-2221,ANZSIC-222,ISIC-2511,Yes,1,7,1,Manufacture of structural metal products,,,,,ANZSIC-35,35
,2222,Prefabricated Metal Building Manufacturing,2511p,Manufacture of structural metal products,F7.0401,Yes,4,C,22,222,2222,2222,Prefabricated Metal Building Manufacturing, Manufacture of structural metal products ,2511,p,ANZSIC-2222,ANZSIC-222,ISIC-2511,Yes,1,7,1,Manufacture of structural metal products,,,,,ANZSIC-350,350
,2223,Architectural Aluminium Product Manufacturing,2511p,Manufacture of structural metal products,F7.0402,Yes,4,C,22,222,2223,2223,Architectural Aluminium Product Manufacturing, Manufacture of structural metal products ,2511,p,ANZSIC-2223,ANZSIC-222,ISIC-2511,Yes,1,7,1,Manufacture of structural metal products,,,,,ANZSIC-3501,3501
,2224,Metal Roof and Guttering Manufacturing (except Aluminium),2511p,Manufacture of structural metal products,F7.0403,Yes,4,C,22,222,2224,2224,Metal Roof and Guttering Manufacturing (except Aluminium), Manufacture of structural metal products ,2511,p,ANZSIC-2224,ANZSIC-222,ISIC-2511,Yes,1,7,1,Manufacture of structural metal products,,,,,ANZSIC-3502,3502
,2229,Other Structural Metal Product Manufacturing,2511p,Manufacture of structural metal products,F7.0404,Yes,4,C,22,222,2229,2229,Other Structural Metal Product Manufacturing, Manufacture of structural metal products ,2511,p,ANZSIC-2229,ANZSIC-222,ISIC-2511,Yes,1,7,1,Manufacture of structural metal products,,,,,ANZSIC-3503,3503
223,Metal Container Manufacturing,,,,F7.0405,Yes,3,C,22,223,..,223,Metal Container Manufacturing, .. ,..,..,ANZSIC-223,ANZSIC-22,..,No,..,..,1,..,,,,,ANZSIC-3504,3504
,2231,"Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing",2512,"Manufacture of tanks, reservoirs and containers of metal",F7.0406,Yes,4,C,22,223,2231,2231,"Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing"," Manufacture of tanks, reservoirs and containers of metal ",2512,..,ANZSIC-2231,ANZSIC-223,ISIC-2512,Yes,2,1,2,"Manufacture of tanks, reservoirs and containers of metal",,,,,ANZSIC-3505,3505
,,,2513p,"Manufacture of steam generators, except central heating hot water boilers",F7.0407,No,4,C,22,223,2231,2231,"Boiler, Tank and Other Heavy Gauge Metal Container Manufacturing"," Manufacture of steam generators, except central heating hot water boilers ",2513,p,ANZSIC-2231,ANZSIC-223,ISIC-2513,Yes,2,2,2,"Manufacture of steam generators, except central heating hot water boilers",,,,,ANZSIC-36,36
,2239,Other Metal Container Manufacturing,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0408,Yes,4,C,22,223,2239,2239,Other Metal Container Manufacturing, Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2239,ANZSIC-223,ISIC-2599,Yes,1,11,1,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-360,360
224,Sheet Metal Product Manufacturing (except Metal Structural and Container Products) ,,,,F7.0409,Yes,3,C,22,224,..,224,Sheet Metal Product Manufacturing (except Metal Structural and Container Products) , .. ,..,..,ANZSIC-224,ANZSIC-22,..,No,..,..,1,..,,,,,ANZSIC-3601,3601
,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container Products),2511p,Manufacture of structural metal products,F7.0410,Yes,4,C,22,224,2240,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container Products), Manufacture of structural metal products ,2511,p,ANZSIC-2240,ANZSIC-224,ISIC-2511,Yes,3,7,3,Manufacture of structural metal products,,,,,ANZSIC-3602,3602
,,,2591p,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",F7.0411,No,4,C,22,224,2240,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container Products)," Forging, pressing, stamping and roll-forming of metal; powder metallurgy ",2591,p,ANZSIC-2240,ANZSIC-224,ISIC-2591,Yes,3,4,3,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",,,,,ANZSIC-3603,3603
,,,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0412,No,4,C,22,224,2240,2240,Sheet Metal Product Manufacturing (except Metal Structural and Container Products), Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2240,ANZSIC-224,ISIC-2599,Yes,3,11,3,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-3604,3604
229,Other Fabricated Metal Product Manufacturing,,,,F7.0413,Yes,3,C,22,229,..,229,Other Fabricated Metal Product Manufacturing, .. ,..,..,ANZSIC-229,ANZSIC-22,..,No,..,..,1,..,,,,,ANZSIC-3605,3605
,2291,Spring and Wire Product Manufacturing,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0414,Yes,4,C,22,229,2291,2291,Spring and Wire Product Manufacturing, Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2291,ANZSIC-229,ISIC-2599,Yes,2,11,2,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-3606,3606
,,,3099p,Manufacture of other transport equipment n.e.c.,F7.0415,No,4,C,22,229,2291,2291,Spring and Wire Product Manufacturing, Manufacture of other transport equipment n.e.c. ,3099,p,ANZSIC-2291,ANZSIC-229,ISIC-3099,Yes,2,2,2,Manufacture of other transport equipment n.e.c.,,,,,ANZSIC-3609,3609
,2292,"Nut, Bolt, Screw and Rivet Manufacturing",2599p,Manufacture of other fabricated metal products n.e.c.,F7.0416,Yes,4,C,22,229,2292,2292,"Nut, Bolt, Screw and Rivet Manufacturing", Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2292,ANZSIC-229,ISIC-2599,Yes,1,11,1,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-37,37
,2293,Metal Coating and Finishing,2592,Treatment and coating of metals; machining,F7.0417,Yes,4,C,22,229,2293,2293,Metal Coating and Finishing, Treatment and coating of metals; machining ,2592,..,ANZSIC-2293,ANZSIC-229,ISIC-2592,Yes,1,1,1,Treatment and coating of metals; machining,,,,,ANZSIC-371,371
,2299,Other Fabricated Metal Product Manufacturing n.e.c.,2511p,Manufacture of structural metal products,F7.0418,Yes,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c., Manufacture of structural metal products ,2511,p,ANZSIC-2299,ANZSIC-229,ISIC-2511,Yes,8,7,8,Manufacture of structural metal products,,,,,ANZSIC-3711,3711
,,,2520,Manufacture of weapons and ammunition,F7.0419,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c., Manufacture of weapons and ammunition ,2520,..,ANZSIC-2299,ANZSIC-229,ISIC-2520,Yes,8,1,8,Manufacture of weapons and ammunition,,,,,ANZSIC-3712,3712
,,,2593p,"Manufacture of cutlery, hand tools and general hardware",F7.0420,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c.," Manufacture of cutlery, hand tools and general hardware ",2593,p,ANZSIC-2299,ANZSIC-229,ISIC-2593,Yes,8,4,8,"Manufacture of cutlery, hand tools and general hardware",,,,,ANZSIC-372,372
,,,2599p,Manufacture of other fabricated metal products n.e.c.,F7.0421,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c., Manufacture of other fabricated metal products n.e.c. ,2599,p,ANZSIC-2299,ANZSIC-229,ISIC-2599,Yes,8,11,8,Manufacture of other fabricated metal products n.e.c.,,,,,ANZSIC-3720,3720
,,,2811p,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F7.0422,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c.," Manufacture of engines and turbines, except aircraft, vehicle and cycle engines ",2811,p,ANZSIC-2299,ANZSIC-229,ISIC-2811,Yes,8,7,8,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,ANZSIC-373,373
,,,2812p,Manufacture of fluid power equipment,F7.0423,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c., Manufacture of fluid power equipment ,2812,p,ANZSIC-2299,ANZSIC-229,ISIC-2812,Yes,8,3,8,Manufacture of fluid power equipment,,,,,ANZSIC-3731,3731
,,,2813p,"Manufacture of other pumps, compressors, taps and valves",F7.0424,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c.," Manufacture of other pumps, compressors, taps and valves ",2813,p,ANZSIC-2299,ANZSIC-229,ISIC-2813,Yes,8,5,8,"Manufacture of other pumps, compressors, taps and valves",,,,,ANZSIC-3732,3732
,,,3290p,Other manufacturing n.e.c.,F7.0425,No,4,C,22,229,2299,2299,Other Fabricated Metal Product Manufacturing n.e.c., Other manufacturing n.e.c. ,3290,p,ANZSIC-2299,ANZSIC-229,ISIC-3290,Yes,8,10,8,Other manufacturing n.e.c.,,,,,ANZSIC-3733,3733
23,Transport Equipment Manufacturing,,,,F7.0426,Yes,2,C,23,..,..,23,Transport Equipment Manufacturing, .. ,..,..,ANZSIC-23,ANZSIC-C,..,No,..,..,1,..,,,,,ANZSIC-3734,3734
231,Motor Vehicle and Motor Vehicle Part Manufacturing,,,,F7.0427,Yes,3,C,23,231,..,231,Motor Vehicle and Motor Vehicle Part Manufacturing, .. ,..,..,ANZSIC-231,ANZSIC-23,..,No,..,..,1,..,,,,,ANZSIC-3735,3735
,2311,Motor Vehicle Manufacturing,2910p,Manufacture of motor vehicles,F7.0428,Yes,4,C,23,231,2311,2311,Motor Vehicle Manufacturing, Manufacture of motor vehicles ,2910,p,ANZSIC-2311,ANZSIC-231,ISIC-2910,Yes,1,2,1,Manufacture of motor vehicles,,,,,ANZSIC-3736,3736
,2312,Motor Vehicle Body and Trailer Manufacturing,2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,F7.0429,Yes,4,C,23,231,2312,2312,Motor Vehicle Body and Trailer Manufacturing, Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers ,2920,..,ANZSIC-2312,ANZSIC-231,ISIC-2920,Yes,1,1,1,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,,,,,ANZSIC-3739,3739
,2313,Automotive Electrical Component Manufacturing,2733p,Manufacture of wiring devices,F7.0430,Yes,4,C,23,231,2313,2313,Automotive Electrical Component Manufacturing, Manufacture of wiring devices ,2733,p,ANZSIC-2313,ANZSIC-231,ISIC-2733,Yes,4,5,4,Manufacture of wiring devices,,,,,ANZSIC-38,38
,,,2740p,Manufacture of electric lighting equipment,F7.0431,No,4,C,23,231,2313,2313,Automotive Electrical Component Manufacturing, Manufacture of electric lighting equipment ,2740,p,ANZSIC-2313,ANZSIC-231,ISIC-2740,Yes,4,2,4,Manufacture of electric lighting equipment,,,,,ANZSIC-380,380
,,,2790p,Manufacture of other electrical equipment,F7.0432,No,4,C,23,231,2313,2313,Automotive Electrical Component Manufacturing, Manufacture of other electrical equipment ,2790,p,ANZSIC-2313,ANZSIC-231,ISIC-2790,Yes,4,8,4,Manufacture of other electrical equipment,,,,,ANZSIC-3800,3800
,,,2930p,Manufacture of parts and accessories for motor vehicles,F7.0433,No,4,C,23,231,2313,2313,Automotive Electrical Component Manufacturing, Manufacture of parts and accessories for motor vehicles ,2930,p,ANZSIC-2313,ANZSIC-231,ISIC-2930,Yes,4,5,4,Manufacture of parts and accessories for motor vehicles,,,,,ANZSIC-G,G
,2319,Other Motor Vehicle Parts Manufacturing,2811p,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F7.0434,Yes,4,C,23,231,2319,2319,Other Motor Vehicle Parts Manufacturing," Manufacture of engines and turbines, except aircraft, vehicle and cycle engines ",2811,p,ANZSIC-2319,ANZSIC-231,ISIC-2811,Yes,3,7,3,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,ANZSIC-39,39
,,,2910p,Manufacture of motor vehicles,F7.0435,No,4,C,23,231,2319,2319,Other Motor Vehicle Parts Manufacturing, Manufacture of motor vehicles ,2910,p,ANZSIC-2319,ANZSIC-231,ISIC-2910,Yes,3,2,3,Manufacture of motor vehicles,,,,,ANZSIC-391,391
,,,2930p,Manufacture of parts and accessories for motor vehicles,F7.0436,No,4,C,23,231,2319,2319,Other Motor Vehicle Parts Manufacturing, Manufacture of parts and accessories for motor vehicles ,2930,p,ANZSIC-2319,ANZSIC-231,ISIC-2930,Yes,3,5,3,Manufacture of parts and accessories for motor vehicles,,,,,ANZSIC-3911,3911
239,Other Transport Equipment Manufacturing,,,,F7.0437,Yes,3,C,23,239,..,239,Other Transport Equipment Manufacturing, .. ,..,..,ANZSIC-239,ANZSIC-23,..,No,..,..,1,..,,,,,ANZSIC-3912,3912
,2391,Shipbuilding and Repair Services,2811p,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F7.0438,Yes,4,C,23,239,2391,2391,Shipbuilding and Repair Services," Manufacture of engines and turbines, except aircraft, vehicle and cycle engines ",2811,p,ANZSIC-2391,ANZSIC-239,ISIC-2811,Yes,6,7,6,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,ANZSIC-3913,3913
,,,3011p,Building of ships and floating structures,F7.0439,No,4,C,23,239,2391,2391,Shipbuilding and Repair Services, Building of ships and floating structures ,3011,p,ANZSIC-2391,ANZSIC-239,ISIC-3011,Yes,6,6,6,Building of ships and floating structures,,,,,ANZSIC-392,392
,,,3012p,Building of pleasure and sporting boats,F7.0440,No,4,C,23,239,2391,2391,Shipbuilding and Repair Services, Building of pleasure and sporting boats ,3012,p,ANZSIC-2391,ANZSIC-239,ISIC-3012,Yes,6,3,6,Building of pleasure and sporting boats,,,,,ANZSIC-3921,3921
,,,3312p,Repair of machinery,F7.0441,No,4,C,23,239,2391,2391,Shipbuilding and Repair Services, Repair of machinery ,3312,p,ANZSIC-2391,ANZSIC-239,ISIC-3312,Yes,6,7,6,Repair of machinery,,,,,ANZSIC-3922,3922
,,,3315p,"Repair of transport equipment, except motor vehicles",F7.0442,No,4,C,23,239,2391,2391,Shipbuilding and Repair Services," Repair of transport equipment, except motor vehicles ",3315,p,ANZSIC-2391,ANZSIC-239,ISIC-3315,Yes,6,6,6,"Repair of transport equipment, except motor vehicles",,,,,ANZSIC-40,40
,,,3830p,Materials recovery,F7.0443,No,4,C,23,239,2391,2391,Shipbuilding and Repair Services, Materials recovery ,3830,p,ANZSIC-2391,ANZSIC-239,ISIC-3830,Yes,6,2,6,Materials recovery,,,,,ANZSIC-400,400
,2392,Boatbuilding and Repair Services,2811p,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F7.0444,Yes,4,C,23,239,2392,2392,Boatbuilding and Repair Services," Manufacture of engines and turbines, except aircraft, vehicle and cycle engines ",2811,p,ANZSIC-2392,ANZSIC-239,ISIC-2811,Yes,5,7,5,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,ANZSIC-4000,4000
,,,3011p,Building of ships and floating structures,F7.0445,No,4,C,23,239,2392,2392,Boatbuilding and Repair Services, Building of ships and floating structures ,3011,p,ANZSIC-2392,ANZSIC-239,ISIC-3011,Yes,5,6,5,Building of ships and floating structures,,,,,ANZSIC-41,41
,,,3012p,Building of pleasure and sporting boats,F7.0446,No,4,C,23,239,2392,2392,Boatbuilding and Repair Services, Building of pleasure and sporting boats ,3012,p,ANZSIC-2392,ANZSIC-239,ISIC-3012,Yes,5,3,5,Building of pleasure and sporting boats,,,,,ANZSIC-411,411
,,,3312p,Repair of machinery,F7.0447,No,4,C,23,239,2392,2392,Boatbuilding and Repair Services, Repair of machinery ,3312,p,ANZSIC-2392,ANZSIC-239,ISIC-3312,Yes,5,7,5,Repair of machinery,,,,,ANZSIC-4110,4110
,,,3315p,"Repair of transport equipment, except motor vehicles",F7.0448,No,4,C,23,239,2392,2392,Boatbuilding and Repair Services," Repair of transport equipment, except motor vehicles ",3315,p,ANZSIC-2392,ANZSIC-239,ISIC-3315,Yes,5,6,5,"Repair of transport equipment, except motor vehicles",,,,,ANZSIC-412,412
,2393,Railway Rolling Stock Manufacturing and Repair Services,2811p,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F7.0449,Yes,4,C,23,239,2393,2393,Railway Rolling Stock Manufacturing and Repair Services," Manufacture of engines and turbines, except aircraft, vehicle and cycle engines ",2811,p,ANZSIC-2393,ANZSIC-239,ISIC-2811,Yes,4,7,4,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",,,,,ANZSIC-4121,4121
,,,3020p,Manufacture of railway locomotives and rolling stock,F7.0450,No,4,C,23,239,2393,2393,Railway Rolling Stock Manufacturing and Repair Services, Manufacture of railway locomotives and rolling stock ,3020,p,ANZSIC-2393,ANZSIC-239,ISIC-3020,Yes,4,4,4,Manufacture of railway locomotives and rolling stock,,,,,ANZSIC-4122,4122
